2f441dc3-d88d-49b2-beb0-d66bd420bd9d,鳴人的球鞋,7777,3,七代目火影的球鞋，保證超值只要七七七七元
41737877-7db0-4903-a6cc-47e2a218ea49,佐助的球鞋,6666,5,中二助的球鞋，穿上它你也能開須佐能乎
213a1521-56e5-4cc6-9f55-36aa96b7ac4b,小櫻的球鞋,5555,4,小櫻的球鞋，對戰蝎的時候穿的那一雙，先搶先贏不要猶豫
bcabc5d0-df1c-4f61-b54f-49c4f7312a0b,丁次的球鞋,4444,72,丁次的球鞋
4ae984cc-6ff5-470c-95f6-6cfae480212e,鹿丸的球鞋,3333,32,鹿丸的球鞋
3a375fbd-185e-4bff-910c-f1729af2c1b3,ccc球鞋,333,53,ccccccccccccccc
178fdfe9-68c8-4fa2-8e09-047de5eec9b0,ddd球鞋,333,53,ddddddddddddddd
5f6d6e82-3ee3-4ac7-9741-77107b964a84,eee球鞋,333,53,eeeeeeeeeeeeeee
7562d770-b7b4-476e-bd92-9f4c3a1adf24,fff球鞋,333,53,fffffffffffffff
6039eef9-9626-4503-90dc-ddfb2e0b0248,ggg球鞋,333,53,ggggggggggggggg
a027e547-b71e-4abe-8154-ee66f6093113,hhh球鞋,333,53,hhhhhhhhhhhhhhh
bc14129e-e1a9-4af6-acc3-a1aed8217f66,iii球鞋,333,53,iiiiiiiiiiiiiii
2323e156-9c1b-4c74-a8a6-5eb3d387aff2,jjj球鞋,333,53,jjjjjjjjjjjjjjj
1a92c204-db32-4218-acd7-fa72454a0138,kkk球鞋,333,53,kkkkkkkkkkkkkkk
44e1a316-d591-469b-8a05-21c84ba586ce,lll球鞋,333,53,lllllllllllllll
0f6ff31c-804a-46ce-8210-5ce4b5f2aead,mmm球鞋,333,53,mmmmmmmmmmmmmmm
29fb3a32-fc59-4220-b590-eb6ae94ab046,nnn球鞋,333,53,nnnnnnnnnnnnnnn
ddd665ed-8f8a-4465-bbdb-e53a0e73fde7,ooo球鞋,333,53,ooooooooooooooo
ce42f5a2-cbfd-4f72-a60e-a30dd1222766,ppp球鞋,333,53,ppppppppppppppp
9f59a703-9026-4411-8d2e-4e064db87f80,qqq球鞋,333,53,qqqqqqqqqqqqqqq
31f6bc8b-3633-4e4b-bd00-acab9d533844,rrr球鞋,333,53,rrrrrrrrrrrrrrr
0477f7ed-e29b-4e63-afba-fbc20ba1aead,sss球鞋,333,53,sssssssssssssss
4649b5ac-b8cb-49c0-a41d-2d934878bab8,ttt球鞋,333,53,ttttttttttttttt
7c262cb7-a2ac-4008-8bef-56bb763830ac,uuu球鞋,333,53,uuuuuuuuuuuuuuu
792ac3b8-c165-4248-8309-7beab6ed2a47,vvv球鞋,333,53,vvvvvvvvvvvvvvv
7d28baa3-e06f-4c66-9bfc-0b63b29976fd,www球鞋,333,53,wwwwwwwwwwwwwww
